"NAME","LSAD","CENSUS2010POP","NPOPCHG_2010","NATURALINC2010","BIRTHS2010","DEATHS2010","NETMIG2010","INTERNATIONALMIG2010","DOMESTICMIG2010","RESIDUAL2010"
"Saluda County, SC","County or equivalent",19875,51,33,61,28,18,13,5,0
"Columbus, GA-AL","Metropolitan Statistical Area",294865,774,449,1099,650,314,227,87,11
"Russell County, AL","County or equivalent",52947,260,46,192,146,209,8,201,5
"Chattahoochee County, GA","County or equivalent",11267,-129,50,50,0,-186,76,-262,7
"Harris County, GA","County or equivalent",32024,137,17,75,58,118,5,113,2
"Marion County, GA","County or equivalent",8742,20,13,20,7,7,4,3,0
"Muscogee County, GA","County or equivalent",189885,486,323,762,439,166,134,32,-3
"Columbus, IN","Metropolitan Statistical Area",76794,103,90,252,162,14,76,-62,-1
"Bartholomew County, IN","County or equivalent",76794,103,90,252,162,14,76,-62,-1
"Columbus, OH","Metropolitan Statistical Area",1836536,4048,3165,6511,3346,860,805,55,23
"Delaware County, OH","County or equivalent",174214,1024,326,546,220,681,40,641,17
"Fairfield County, OH","County or equivalent",146156,225,142,420,278,85,12,73,-2
"Franklin County, OH","County or equivalent",1163414,2375,2429,4524,2095,-68,718,-786,14
"Licking County, OH","County or equivalent",166492,235,140,502,362,98,11,87,-3
"Madison County, OH","County or equivalent",43435,9,18,120,102,-8,6,-14,-1
"Morrow County, OH","County or equivalent",34827,-2,16,96,80,-16,3,-19,-2
"Pickaway County, OH","County or equivalent",55698,112,20,143,123,91,0,91,1
"Union County, OH","County or equivalent",52300,70,74,160,86,-3,15,-18,-1
"Corpus Christi, TX","Metropolitan Statistical Area",428185,-40,621,1485,864,-670,194,-864,9
"Aransas County, TX","County or equivalent",23158,-5,-18,63,81,16,6,10,-3
"Nueces County, TX","County or equivalent",340223,150,537,1171,634,-391,144,-535,4
"San Patricio County, TX","County or equivalent",64804,-185,102,251,149,-295,44,-339,8
"Corvallis, OR","Metropolitan Statistical Area",85579,-54,50,191,141,-107,71,-178,3
"Benton County, OR","County or equivalent",85579,-54,50,191,141,-107,71,-178,3
"Crestview-Fort Walton Beach-Destin, FL","Metropolitan Statistical Area",180822,-21,246,617,371,-276,227,-503,9
"Okaloosa County, FL","County or equivalent",180822,-21,246,617,371,-276,227,-503,9
"Cumberland, MD-WV","Metropolitan Statistical Area",103299,-16,-60,258,318,50,6,44,-6
"Allegany County, MD","County or equivalent",75087,-28,-39,184,223,15,6,9,-4
"Mineral County, WV","County or equivalent",28212,12,-21,74,95,35,0,35,-2
"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area",6371773,28737,15960,24829,8869,12477,5441,7036,300
"Dallas-Plano-Irving, TX","Metropolitan Division",4235751,20138,11058,16661,5603,8823,4087,4736,257
"Collin County, TX","County or equivalent",782341,6170,1880,2638,758,4194,628,3566,96
"Dallas County, TX","County or equivalent",2368139,7068,6789,10282,3493,207,2854,-2647,72
"Delta County, TX","County or equivalent",5231,25,6,13,7,19,3,16,0
"Denton County, TX","County or equivalent",662614,4524,1694,2315,621,2772,460,2312,58
"Ellis County, TX","County or equivalent",149610,849,298,532,234,540,43,497,11
"Hunt County, TX","County or equivalent",86129,230,64,265,201,166,28,138,0
"Kaufman County, TX","County or equivalent",103350,589,172,363,191,406,35,371,11
"Rockwall County, TX","County or equivalent",78337,683,155,253,98,519,36,483,9
"Fort Worth-Arlington, TX","Metropolitan Division",2136022,8599,4902,8168,3266,3654,1354,2300,43
"Johnson County, TX","County or equivalent",150934,396,269,538,269,130,53,77,-3
"Parker County, TX","County or equivalent",116927,394,122,330,208,271,20,251,1
"Tarrant County, TX","County or equivalent",1809034,7811,4444,7111,2667,3323,1268,2055,44
"Wise County, TX","County or equivalent",59127,-2,67,189,122,-70,13,-83,1
"Dalton, GA","Metropolitan Statistical Area",142227,99,201,488,287,-104,70,-174,2
"Murray County, GA","County or equivalent",39628,-81,13,118,105,-96,17,-113,2
"Whitfield County, GA","County or equivalent",102599,180,188,370,182,-8,53,-61,0
"Danville, IL","Metropolitan Statistical Area",81625,-37,54,265,211,-88,14,-102,-3
"Vermilion County, IL","County or equivalent",81625,-37,54,265,211,-88,14,-102,-3
"Danville, VA","Metropolitan Statistical Area",106561,-207,-84,254,338,-120,8,-128,-3
"Pittsylvania County, VA","County or equivalent",63506,-42,-39,123,162,1,7,-6,-4
"Danville city, VA","County or equivalent",43055,-165,-45,131,176,-121,1,-122,1
"Davenport-Moline-Rock Island, IA-IL","Metropolitan Statistical Area",379690,543,327,1164,837,218,108,110,-2
"Henry County, IL","County or equivalent",50486,-43,1,131,130,-42,1,-43,-2
"Mercer County, IL","County or equivalent",16434,1,-3,39,42,6,1,5,-2
"Rock Island County, IL","County or equivalent",147546,50,141,476,335,-88,61,-149,-3
"Scott County, IA","County or equivalent",165224,535,188,518,330,342,45,297,5
"Dayton, OH","Metropolitan Statistical Area",841502,629,620,2579,1959,54,218,-164,-45
"Greene County, OH","County or equivalent",161573,34,137,443,306,-103,52,-155,0
"Miami County, OH","County or equivalent",102506,-16,78,300,222,-93,12,-105,-1
"Montgomery County, OH","County or equivalent",535153,666,392,1719,1327,316,149,167,-42
"Preble County, OH","County or equivalent",42270,-55,13,117,104,-66,5,-71,-2
"Decatur, AL","Metropolitan Statistical Area",153829,105,96,443,347,15,45,-30,-6
"Lawrence County, AL","County or equivalent",34339,-11,-5,80,85,-6,3,-9,0
"Morgan County, AL","County or equivalent",119490,116,101,363,262,21,42,-21,-6
"Decatur, IL","Metropolitan Statistical Area",110768,-11,90,356,266,-98,14,-112,-3
"Macon County, IL","County or equivalent",110768,-11,90,356,266,-98,14,-112,-3
"Deltona-Daytona Beach-Ormond Beach, FL","Metropolitan Statistical Area",494593,55,-330,1127,1457,426,209,217,-41
"Volusia County, FL","County or equivalent",494593,55,-330,1127,1457,426,209,217,-41
"Denver-Aurora-Broomfield, CO","Metropolitan Statistical Area",2543482,11087,5001,8668,3667,5996,1538,4458,90
"Adams County, CO","County or equivalent",441603,2070,1182,1764,582,867,262,605,21
"Arapahoe County, CO","County or equivalent",572003,2776,1101,1943,842,1645,459,1186,30
"Broomfield County, CO","County or equivalent",55889,224,112,179,67,114,16,98,-2
"Clear Creek County, CO","County or equivalent",9088,31,15,18,3,16,1,15,0
"Denver County, CO","County or equivalent",600158,3432,1352,2396,1044,2041,580,1461,39
"Douglas County, CO","County or equivalent",285465,1519,674,891,217,829,90,739,16
"Elbert County, CO","County or equivalent",23086,33,27,39,12,7,2,5,-1
"Gilpin County, CO","County or equivalent",5441,26,11,12,1,16,2,14,-1
"Jefferson County, CO","County or equivalent",534543,912,510,1397,887,415,122,293,-13
"Park County, CO","County or equivalent",16206,64,17,29,12,46,4,42,1
"Des Moines-West Des Moines, IA","Metropolitan Statistical Area",569633,2305,1120,2059,939,1170,262,908,15
"Dallas County, IA","County or equivalent",66135,538,171,256,85,358,21,337,9
"Guthrie County, IA","County or equivalent",10954,5,-1,19,20,8,3,5,-2
"Madison County, IA","County or equivalent",15679,54,11,49,38,43,0,43,0
"Polk County, IA","County or equivalent",430640,1616,906,1606,700,701,236,465,9
"Warren County, IA","County or equivalent",46225,92,33,129,96,60,2,58,-1
"Detroit-Warren-Livonia, MI","Metropolitan Statistical Area",4296250,-5525,3316,12727,9411,-8978,1438,-10416,137
"Detroit-Livonia-Dearborn, MI","Metropolitan Division",1820584,-5338,1719,6051,4332,-7188,557,-7745,131
"Wayne County, MI","County or equivalent",1820584,-5338,1719,6051,4332,-7188,557,-7745,131
"Warren-Troy-Farmington Hills, MI","Metropolitan Division",2475666,-187,1597,6676,5079,-1790,881,-2671,6
"Lapeer County, MI","County or equivalent",88319,-127,24,206,182,-153,12,-165,2
"Livingston County, MI","County or equivalent",180967,-36,107,407,300,-145,17,-162,2
"Macomb County, MI","County or equivalent",840978,-34,421,2295,1874,-443,141,-584,-12
"Oakland County, MI","County or equivalent",1202362,320,999,3343,2344,-687,700,-1387,8
"St. Clair County, MI","County or equivalent",163040,-310,46,425,379,-362,11,-373,6
"Dothan, AL","Metropolitan Statistical Area",145639,266,51,441,390,217,17,200,-2
"Geneva County, AL","County or equivalent",26790,38,-9,76,85,47,2,45,0
"Henry County, AL","County or equivalent",17302,6,-8,37,45,15,8,7,-1
"Houston County, AL","County or equivalent",101547,222,68,328,260,155,7,148,-1
"Dover, DE","Metropolitan Statistical Area",162310,563,174,538,364,389,87,302,0
"Kent County, DE","County or equivalent",162310,563,174,538,364,389,87,302,0
"Dubuque, IA","Metropolitan Statistical Area",93653,235,89,298,209,148,10,138,-2
"Dubuque County, IA","County or equivalent",93653,235,89,298,209,148,10,138,-2
"Duluth, MN-WI","Metropolitan Statistical Area",279771,-51,19,729,710,-59,35,-94,-11
"Carlton County, MN","County or equivalent",35386,12,-4,92,96,18,5,13,-2
"St. Louis County, MN","County or equivalent",200226,-83,-1,514,515,-75,29,-104,-7
"Douglas County, WI","County or equivalent",44159,20,24,123,99,-2,1,-3,-2
"Durham-Chapel Hill, NC","Metropolitan Statistical Area",504357,1505,808,1617,809,692,612,80,5
"Chatham County, NC","County or equivalent",63505,298,23,159,136,273,68,205,2
"Durham County, NC","County or equivalent",267587,824,629,1052,423,192,355,-163,3
"Orange County, NC","County or equivalent",133801,399,148,300,152,250,181,69,1
"Person County, NC","County or equivalent",39464,-16,8,106,98,-23,8,-31,-1
"Eau Claire, WI","Metropolitan Statistical Area",161151,248,169,483,314,82,18,64,-3
"Chippewa County, WI","County or equivalent",62415,107,49,187,138,58,3,55,0
"Eau Claire County, WI","County or equivalent",98736,141,120,296,176,24,15,9,-3
"El Centro, CA","Metropolitan Statistical Area",174528,608,485,709,224,126,138,-12,-3
"Imperial County, CA","County or equivalent",174528,608,485,709,224,126,138,-12,-3
"Elizabethtown, KY","Metropolitan Statistical Area",119736,1472,225,445,220,1214,98,1116,33
"Hardin County, KY","County or equivalent",105543,1450,214,404,190,1202,95,1107,34
"Larue County, KY","County or equivalent",14193,22,11,41,30,12,3,9,-1
"Elkhart-Goshen, IN","Metropolitan Statistical Area",197559,-10,409,770,361,-431,97,-528,12
"Elkhart County, IN","County or equivalent",197559,-10,409,770,361,-431,97,-528,12
"Elmira, NY","Metropolitan Statistical Area",88830,0,15,248,233,-11,3,-14,-4
"Chemung County, NY","County or equivalent",88830,0,15,248,233,-11,3,-14,-4
"El Paso, TX","Metropolitan Statistical Area",800647,3348,2262,3408,1146,1078,591,487,8
"El Paso County, TX","County or equivalent",800647,3348,2262,3408,1146,1078,591,487,8
"Erie, PA","Metropolitan Statistical Area",280566,472,145,804,659,329,63,266,-2
"Erie County, PA","County or equivalent",280566,472,145,804,659,329,63,266,-2
"Eugene-Springfield, OR","Metropolitan Statistical Area",351715,160,142,894,752,29,155,-126,-11
"Lane County, OR","County or equivalent",351715,160,142,894,752,29,155,-126,-11
"Evansville, IN-KY","Metropolitan Statistical Area",358676,327,204,1099,895,136,54,82,-13
"Gibson County, IN","County or equivalent",33503,49,-2,98,100,52,3,49,-1
"Posey County, IN","County or equivalent",25910,-14,1,70,69,-13,0,-13,-2
"Vanderburgh County, IN","County or equivalent",179703,81,138,574,436,-49,26,-75,-8
"Warrick County, IN","County or equivalent",59689,168,33,166,133,135,12,123,0
"Henderson County, KY","County or equivalent",46250,42,23,148,125,21,6,15,-2
"Webster County, KY","County or equivalent",13621,1,11,43,32,-10,7,-17,0
"Fairbanks, AK","Metropolitan Statistical Area",97581,698,348,443,95,343,124,219,7
"Fairbanks North Star Borough, AK","County or equivalent",97581,698,348,443,95,343,124,219,7
"Fargo, ND-MN","Metropolitan Statistical Area",208777,631,419,753,334,214,88,126,-2
"Clay County, MN","County or equivalent",58999,146,89,200,111,57,4,53,0
"Cass County, ND","County or equivalent",149778,485,330,553,223,157,84,73,-2
"Farmington, NM","Metropolitan Statistical Area",130044,141,288,513,225,-148,12,-160,1
"San Juan County, NM","County or equivalent",130044,141,288,513,225,-148,12,-160,1
"Fayetteville, NC","Metropolitan Statistical Area",366383,1292,1066,1640,574,199,581,-382,27
"Cumberland County, NC","County or equivalent",319431,738,876,1419,543,-156,534,-690,18
"Hoke County, NC","County or equivalent",46952,554,190,221,31,355,47,308,9
"Fayetteville-Springdale-Rogers, AR-MO","Metropolitan Statistical Area",463204,2566,916,1672,756,1618,304,1314,32
"Benton County, AR","County or equivalent",221339,1585,418,784,366,1142,129,1013,25
"Madison County, AR","County or equivalent",15717,-13,10,41,31,-23,4,-27,0
"Washington County, AR","County or equivalent",203065,996,477,784,307,512,155,357,7
"McDonald County, MO","County or equivalent",23083,-2,11,63,52,-13,16,-29,0
"Flagstaff, AZ","Metropolitan Statistical Area",134421,188,266,436,170,-80,43,-123,2
"Coconino County, AZ","County or equivalent",134421,188,266,436,170,-80,43,-123,2
"Flint, MI","Metropolitan Statistical Area",425790,-690,329,1321,992,-1038,54,-1092,19
"Genesee County, MI","County or equivalent",425790,-690,329,1321,992,-1038,54,-1092,19
"Florence, SC","Metropolitan Statistical Area",205566,139,113,655,542,32,34,-2,-6
"Darlington County, SC","County or equivalent",68681,-49,-1,201,202,-47,9,-56,-1
"Florence County, SC","County or equivalent",136885,188,114,454,340,79,25,54,-5
"Florence-Muscle Shoals, AL","Metropolitan Statistical Area",147137,81,-19,382,401,108,18,90,-8
"Colbert County, AL","County or equivalent",54428,63,2,147,145,63,7,56,-2
"Lauderdale County, AL","County or equivalent",92709,18,-21,235,256,45,11,34,-6
"Fond du Lac, WI","Metropolitan Statistical Area",101633,33,73,292,219,-37,33,-70,-3
"Fond du Lac County, WI","County or equivalent",101633,33,73,292,219,-37,33,-70,-3
"Fort Collins-Loveland, CO","Metropolitan Statistical Area",299630,922,412,847,435,512,98,414,-2
"Larimer County, CO","County or equivalent",299630,922,412,847,435,512,98,414,-2
"Fort Smith, AR-OK","Metropolitan Statistical Area",298592,341,251,946,695,94,74,20,-4
"Crawford County, AR","County or equivalent",61948,49,39,175,136,11,7,4,-1
"Franklin County, AR","County or equivalent",18125,3,-5,44,49,9,0,9,-1
"Sebastian County, AR","County or equivalent",125744,109,163,422,259,-54,55,-109,0
"Le Flore County, OK","County or equivalent",50384,136,28,172,144,109,11,98,-1
"Sequoyah County, OK","County or equivalent",42391,44,26,133,107,19,1,18,-1
"Fort Wayne, IN","Metropolitan Statistical Area",416257,533,708,1539,831,-172,125,-297,-3
"Allen County, IN","County or equivalent",355329,457,655,1357,702,-199,121,-320,1
"Wells County, IN","County or equivalent",27636,23,21,82,61,5,3,2,-3
"Whitley County, IN","County or equivalent",33292,53,32,100,68,22,1,21,-1
"Fresno, CA","Metropolitan Statistical Area",930450,2718,2399,3927,1528,321,650,-329,-2
"Fresno County, CA","County or equivalent",930450,2718,2399,3927,1528,321,650,-329,-2
"Gadsden, AL","Metropolitan Statistical Area",104430,10,-69,298,367,82,22,60,-3
"Etowah County, AL","County or equivalent",104430,10,-69,298,367,82,22,60,-3
"Gainesville, FL","Metropolitan Statistical Area",264275,120,259,738,479,-145,223,-368,6
"Alachua County, FL","County or equivalent",247336,82,266,693,427,-192,220,-412,8
"Gilchrist County, FL","County or equivalent",16939,38,-7,45,52,47,3,44,-2
"Gainesville, GA","Metropolitan Statistical Area",179684,468,359,642,283,109,215,-106,0
"Hall County, GA","County or equivalent",179684,468,359,642,283,109,215,-106,0
"Glens Falls, NY","Metropolitan Statistical Area",128923,124,10,314,304,117,8,109,-3
"Warren County, NY","County or equivalent",65707,18,4,158,154,17,6,11,-3
"Washington County, NY","County or equivalent",63216,106,6,156,150,100,2,98,0
"Goldsboro, NC","Metropolitan Statistical Area",122623,229,82,390,308,151,77,74,-4
"Wayne County, NC","County or equivalent",122623,229,82,390,308,151,77,74,-4
"Grand Forks, ND-MN","Metropolitan Statistical Area",98461,116,119,321,202,-2,51,-53,-1
"Polk County, MN","County or equivalent",31600,32,8,94,86,26,8,18,-2
"Grand Forks County, ND","County or equivalent",66861,84,111,227,116,-28,43,-71,1
"Grand Junction, CO","Metropolitan Statistical Area",146723,-416,152,470,318,-582,38,-620,14
"Mesa County, CO","County or equivalent",146723,-416,152,470,318,-582,38,-620,14
"Grand Rapids-Wyoming, MI","Metropolitan Statistical Area",774160,237,1302,2683,1381,-1090,226,-1316,25
"Barry County, MI","County or equivalent",59173,-111,29,152,123,-142,7,-149,2
"Ionia County, MI","County or equivalent",63905,-7,64,180,116,-72,3,-75,1
"Kent County, MI","County or equivalent",602622,407,1189,2212,1023,-803,209,-1012,21
"Newaygo County, MI","County or equivalent",48460,-52,20,139,119,-73,7,-80,1
"Great Falls, MT","Metropolitan Statistical Area",81327,182,109,290,181,76,31,45,-3
"Cascade County, MT","County or equivalent",81327,182,109,290,181,76,31,45,-3
"Greeley, CO","Metropolitan Statistical Area",252825,1416,607,947,340,792,109,683,17
"Weld County, CO","County or equivalent",252825,1416,607,947,340,792,109,683,17
"Green Bay, WI","Metropolitan Statistical Area",306241,855,509,1018,509,349,122,227,-3
"Brown County, WI","County or equivalent",248007,826,476,858,382,348,122,226,2
"Kewaunee County, WI","County or equivalent",20574,17,15,56,41,3,0,3,-1
